FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201909,30,0,39644,856829,D,09/30/2019 00:00:00,58.0,M,In Water,201909.0
201901,19,0,37244,795760,I,01/19/2019 00:00:00,25.0,M,Vehicle/Towed Trailer,201901.0
201901,21,0,37245,795764,I,01/21/2019 00:00:00,19.0,F,Vehicle/Towed Trailer,201901.0
201901,11,0,37388,801872,I,01/11/2019 00:00:00,32.0,F,Vehicle/Towed Trailer,201901.0
201901,11,0,37389,801882,I,01/11/2019 00:00:00,53.0,F,Vehicle/Towed Trailer,201901.0
201901,11,0,37390,801882,I,01/11/2019 00:00:00,14.0,F,Vehicle/Towed Trailer,201901.0
201901,21,0,37391,801898,I,01/21/2019 00:00:00,19.0,F,Vehicle/Towed Trailer,201901.0
201901,29,0,37413,801733,I,01/29/2019 00:00:00,22.0,M,Vehicle/Towed Trailer,201901.0
201901,3,0,37422,804082,I,01/03/2019 00:00:00,35.0,F,Vehicle/Towed Trailer,201901.0
201901,3,0,37423,804082,I,01/03/2019 00:00:00,35.0,M,Vehicle/Towed Trailer,201901.0
201901,3,0,37424,804082,I,01/03/2019 00:00:00,10.0,F,Vehicle/Towed Trailer,201901.0
201901,31,0,37436,804387,D,01/31/2019 00:00:00,65.0,M,Permanent Home,201901.0
201901,31,0,37437,804387,D,01/31/2019 00:00:00,48.0,F,Outside/Open Areas,201901.0
201901,31,0,37438,804387,D,01/31/2019 00:00:00,59.0,M,Outside/Open Areas,201901.0
201901,31,0,37439,804388,D,01/31/2019 00:00:00,60.0,F,Permanent Home,201901.0
201901,9,0,37473,804863,D,01/09/2019 00:00:00,64.0,M,In Water,201901.0
201901,21,0,37477,805136,I,01/21/2019 00:00:00,,,Permanent Home,201901.0
201901,21,0,37478,805136,I,01/21/2019 00:00:00,,,Permanent Home,201901.0
201909,30,0,39665,857268,D,09/30/2019 00:00:00,3.0,F,Vehicle/Towed Trailer,201909.0
201909,30,0,39666,857268,D,09/30/2019 00:00:00,3.0,F,Vehicle/Towed Trailer,201909.0
201909,30,0,39667,857053,D,09/30/2019 00:00:00,68.0,M,Boating,201909.0
201909,14,0,39679,857170,D,09/14/2019 00:00:00,12.0,M,Under Tree,201909.0
201909,25,0,39681,857924,D,09/25/2019 00:00:00,,M,In Water,201909.0
201909,16,0,39691,858351,D,09/16/2019 00:00:00,,,Vehicle/Towed Trailer,201909.0
201909,28,0,39693,858355,D,09/28/2019 00:00:00,33.0,M,Outside/Open Areas,201909.0
201909,17,0,39717,858968,I,09/17/2019 00:00:00,55.0,M,Permanent Home,201909.0
201909,18,0,39728,859730,D,09/18/2019 00:00:00,62.0,M,In Water,201909.0
201909,2,0,39792,858274,D,09/02/2019 00:00:00,41.0,M,In Water,201909.0
201909,15,0,39846,861408,I,09/15/2019 00:00:00,17.0,M,Vehicle/Towed Trailer,201909.0
201909,19,0,40040,856471,D,09/19/2019 00:00:00,47.0,M,Vehicle/Towed Trailer,201909.0
201909,19,0,40041,856471,D,09/19/2019 00:00:00,52.0,M,Vehicle/Towed Trailer,201909.0
201909,19,0,40042,856471,D,09/19/2019 00:00:00,19.0,M,In Water,201909.0
201906,21,0,39320,841554,D,06/21/2019 00:00:00,38.0,M,Vehicle/Towed Trailer,201906.0
201906,19,0,39322,832796,D,06/19/2019 00:00:00,19.0,M,Mobile/Trailer Home,201906.0
201906,13,0,39353,844277,D,06/13/2019 00:00:00,18.0,M,Under Tree,201906.0
201906,13,0,39354,844277,D,06/13/2019 00:00:00,18.0,F,Under Tree,201906.0
201906,6,0,39438,820917,D,06/06/2019 00:00:00,37.0,M,Vehicle/Towed Trailer,201906.0
201906,23,0,39445,821439,D,06/23/2019 00:00:00,1.0,M,Vehicle/Towed Trailer,201906.0
201906,23,0,39564,855043,D,06/23/2019 00:00:00,0.0,,Outside/Open Areas,201906.0
201906,23,0,39565,855043,D,06/23/2019 00:00:00,25.0,F,Outside/Open Areas,201906.0
201906,23,0,39566,855043,D,06/23/2019 00:00:00,0.0,,Outside/Open Areas,201906.0
201906,23,0,39567,855043,D,06/23/2019 00:00:00,3.0,,Outside/Open Areas,201906.0
201906,1,0,39600,855506,I,06/01/2019 00:00:00,52.0,M,Vehicle/Towed Trailer,201906.0
201906,10,0,39630,856768,D,06/10/2019 00:00:00,14.0,M,In Water,201906.0
201906,6,0,40045,863827,D,06/06/2019 00:00:00,21.0,M,Outside/Open Areas,201906.0
201906,27,0,40055,863859,D,06/27/2019 00:00:00,55.0,M,Heavy Equipment/Construction,201906.0
201906,14,0,40517,867599,D,06/14/2019 00:00:00,29.0,F,Vehicle/Towed Trailer,201906.0
201906,14,0,40518,867599,D,06/14/2019 00:00:00,34.0,M,Vehicle/Towed Trailer,201906.0
201906,12,0,40718,875117,D,06/12/2019 00:00:00,6.0,F,Outside/Open Areas,201906.0
201906,13,0,40719,875118,D,06/13/2019 00:00:00,20.0,F,Outside/Open Areas,201906.0
201906,30,0,40722,875142,D,06/30/2019 00:00:00,18.0,M,Outside/Open Areas,201906.0
201906,30,0,40723,875142,D,06/30/2019 00:00:00,19.0,M,Outside/Open Areas,201906.0
201906,30,0,40724,875142,D,06/30/2019 00:00:00,40.0,M,Outside/Open Areas,201906.0
201906,11,0,41873,923398,D,06/11/2019 00:00:00,,,Unknown,201906.0
201906,12,0,41874,923398,D,06/12/2019 00:00:00,,,Unknown,201906.0
201906,12,0,41875,923398,D,06/12/2019 00:00:00,,,Unknown,201906.0
201906,12,0,41876,923398,D,06/12/2019 00:00:00,,,Unknown,201906.0
201906,12,0,41877,923398,D,06/12/2019 00:00:00,,,Unknown,201906.0
201906,14,0,41879,923399,D,06/14/2019 00:00:00,,,Unknown,201906.0
201906,9,0,41880,923397,D,06/09/2019 00:00:00,,,Unknown,201906.0
201906,29,0,41884,923438,D,06/29/2019 00:00:00,,,Unknown,201906.0
201906,29,0,41885,923439,D,06/29/2019 00:00:00,,,Unknown,201906.0
201906,29,0,41886,923440,D,06/29/2019 00:00:00,,,Unknown,201906.0
201912,15,0,40646,869336,D,12/15/2019 00:00:00,45.0,M,Outside/Open Areas,201912.0
201902,22,0,38201,816788,D,02/22/2019 00:00:00,76.0,M,Vehicle/Towed Trailer,201902.0
201912,29,0,40624,870174,D,12/29/2019 00:00:00,20.0,F,Vehicle/Towed Trailer,201912.0
201912,16,0,41960,865237,D,12/16/2019 00:00:00,35.0,M,Mobile/Trailer Home,201912.0
201912,16,0,41961,865237,D,12/16/2019 00:00:00,34.0,F,Mobile/Trailer Home,201912.0
201912,16,0,41028,860583,I,12/16/2019 00:00:00,54.0,F,Vehicle/Towed Trailer,201912.0
201912,16,0,41029,860583,I,12/16/2019 00:00:00,24.0,M,Vehicle/Towed Trailer,201912.0
201905,26,0,41150,893044,D,05/26/2019 00:00:00,17.0,M,In Water,201905.0
201905,26,0,41152,893049,D,05/26/2019 00:00:00,16.0,M,Unknown,201905.0
201901,18,0,37398,802480,I,01/18/2019 00:00:00,,,Vehicle/Towed Trailer,201901.0
201901,8,0,40609,802481,D,01/08/2019 00:00:00,50.0,M,Boating,201901.0
201901,8,0,40610,802481,D,01/08/2019 00:00:00,48.0,M,Boating,201901.0
201901,8,0,40611,802481,D,01/08/2019 00:00:00,50.0,M,Boating,201901.0
201912,10,0,40619,857862,D,12/10/2019 00:00:00,50.0,F,Mobile/Trailer Home,201911.0
201911,5,0,40447,863855,I,11/05/2019 00:00:00,15.0,M,Vehicle/Towed Trailer,201911.0
201911,29,0,40598,868057,I,11/29/2019 00:00:00,37.0,M,Vehicle/Towed Trailer,201911.0
201905,13,0,38997,835579,D,05/13/2019 00:00:00,20.0,M,Vehicle/Towed Trailer,201905.0
201905,13,0,38998,835579,D,05/13/2019 00:00:00,19.0,F,Vehicle/Towed Trailer,201905.0
201904,10,0,37831,806480,D,04/10/2019 00:00:00,,M,Outside/Open Areas,201904.0
201904,7,0,37853,807853,D,04/07/2019 00:00:00,14.0,M,In Water,201904.0
201904,19,0,37863,808706,D,04/19/2019 00:00:00,18.0,M,In Water,201904.0
201904,11,0,37874,809596,D,04/11/2019 00:00:00,18.0,M,In Water,201904.0
201904,18,0,37875,809658,I,04/18/2019 00:00:00,25.0,M,Vehicle/Towed Trailer,201904.0
201904,13,0,37884,810094,D,04/13/2019 00:00:00,13.0,M,In Water,201904.0
201904,28,0,37900,810666,D,04/28/2019 00:00:00,,M,In Water,201904.0
201904,13,0,37913,811397,D,04/13/2019 00:00:00,,,Outside/Open Areas,201904.0
201904,21,0,37942,812917,D,04/21/2019 00:00:00,44.0,M,In Water,201904.0
201904,18,0,37944,812914,D,04/18/2019 00:00:00,18.0,M,In Water,201904.0
201904,9,0,37945,812922,D,04/09/2019 00:00:00,29.0,M,In Water,201904.0
201904,13,0,37954,813767,D,04/13/2019 00:00:00,8.0,M,Vehicle/Towed Trailer,201904.0
201904,13,0,37955,813767,D,04/13/2019 00:00:00,3.0,M,Vehicle/Towed Trailer,201904.0
201904,18,0,37956,813825,D,04/18/2019 00:00:00,58.0,M,In Water,201904.0
201904,19,0,37965,808514,D,04/19/2019 00:00:00,20.0,M,In Water,201904.0
201904,25,0,38196,815582,D,04/25/2019 00:00:00,35.0,F,Permanent Home,201904.0
201904,25,0,38197,815582,D,04/25/2019 00:00:00,14.0,M,Permanent Home,201904.0
201904,15,0,38200,816762,D,04/15/2019 00:00:00,78.0,F,Permanent Home,201904.0
201904,30,0,38352,817782,D,04/30/2019 00:00:00,59.0,M,Camping,201904.0
201904,29,0,38478,818978,I,04/29/2019 00:00:00,73.0,M,Other,201904.0
201904,29,0,38479,818978,I,04/29/2019 00:00:00,70.0,M,Other,201904.0
201904,19,0,38482,819348,D,04/19/2019 00:00:00,9.0,M,In Water,201904.0
201904,19,0,38561,814016,I,04/19/2019 00:00:00,64.0,M,Vehicle/Towed Trailer,201904.0
201904,19,0,38563,820547,D,04/19/2019 00:00:00,8.0,F,Permanent Home,201904.0
201904,25,0,38570,820642,I,04/25/2019 00:00:00,62.0,M,Outside/Open Areas,201904.0
201904,13,0,38710,807386,D,04/13/2019 00:00:00,,F,Mobile/Trailer Home,201904.0
201904,12,0,38768,822066,D,04/12/2019 00:00:00,40.0,F,In Water,201904.0
201904,26,0,38769,822093,D,04/26/2019 00:00:00,28.0,M,Other,201904.0
201904,24,0,38770,810946,D,04/24/2019 00:00:00,17.0,F,In Water,201904.0
201904,30,0,38776,822368,D,04/30/2019 00:00:00,55.0,M,Vehicle/Towed Trailer,201904.0
201904,10,0,38785,819544,I,04/10/2019 00:00:00,,M,Vehicle/Towed Trailer,201904.0
201904,30,0,38786,822242,D,04/30/2019 00:00:00,58.0,F,Mobile/Trailer Home,201904.0
201904,30,0,38787,822242,D,04/30/2019 00:00:00,83.0,F,Mobile/Trailer Home,201904.0
201904,29,0,38833,822735,D,04/29/2019 00:00:00,25.0,M,Vehicle/Towed Trailer,201904.0
201904,24,0,38834,818799,D,04/24/2019 00:00:00,7.0,M,In Water,201904.0
201904,24,0,38835,818799,D,04/24/2019 00:00:00,3.0,F,In Water,201904.0
201904,24,0,38836,818799,D,04/24/2019 00:00:00,27.0,F,Vehicle/Towed Trailer,201904.0
201904,29,0,38875,825300,D,04/29/2019 00:00:00,58.0,M,In Water,201904.0
201904,13,0,38878,815468,D,04/13/2019 00:00:00,95.0,M,Mobile/Trailer Home,201904.0
201904,13,0,39005,836420,D,04/13/2019 00:00:00,80.0,F,Vehicle/Towed Trailer,201904.0
201904,3,0,39278,832504,D,04/03/2019 00:00:00,22.0,M,Vehicle/Towed Trailer,201904.0
201904,18,0,40586,827409,I,04/18/2019 00:00:00,86.0,F,Permanent Home,201904.0
201904,26,0,41442,916380,D,04/26/2019 00:00:00,,,Unknown,201904.0
201904,28,0,41443,916381,D,04/28/2019 00:00:00,,,Unknown,201904.0
201906,6,0,38341,817354,D,06/06/2019 00:00:00,97.0,M,Outside/Open Areas,201906.0
201906,9,0,38480,819069,D,06/09/2019 00:00:00,45.0,M,Vehicle/Towed Trailer,201906.0
201906,20,0,38532,820152,D,06/20/2019 00:00:00,,M,In Water,201906.0
201906,22,0,38559,820397,D,06/22/2019 00:00:00,48.0,M,In Water,201906.0
201906,23,0,38568,820556,D,06/23/2019 00:00:00,41.0,M,In Water,201906.0
201906,23,0,38569,820556,D,06/23/2019 00:00:00,59.0,M,In Water,201906.0
201906,22,0,38574,821108,D,06/22/2019 00:00:00,49.0,M,In Water,201906.0
201906,24,0,38791,823196,D,06/24/2019 00:00:00,60.0,M,In Water,201906.0
201906,16,0,38798,821122,D,06/16/2019 00:00:00,59.0,M,Outside/Open Areas,201906.0
201906,20,0,38801,823786,D,06/20/2019 00:00:00,61.0,M,Outside/Open Areas,201906.0
201906,10,0,38815,824254,D,06/10/2019 00:00:00,83.0,M,Outside/Open Areas,201906.0
201906,10,0,38816,824286,I,06/10/2019 00:00:00,14.0,M,In Water,201906.0
201906,8,0,38817,824287,D,06/08/2019 00:00:00,33.0,M,In Water,201906.0
201906,11,0,38818,824288,I,06/11/2019 00:00:00,34.0,M,In Water,201906.0
201906,30,0,38837,825640,D,06/30/2019 00:00:00,,F,In Water,201906.0
201906,8,0,38838,825810,D,06/08/2019 00:00:00,71.0,M,In Water,201906.0
201906,30,0,38843,826063,D,06/30/2019 00:00:00,,,Vehicle/Towed Trailer,201906.0
201906,23,0,38851,826316,D,06/23/2019 00:00:00,50.0,F,Outside/Open Areas,201906.0
201906,16,0,38966,829480,D,06/16/2019 00:00:00,59.0,F,Vehicle/Towed Trailer,201906.0
201906,21,0,38967,823241,D,06/21/2019 00:00:00,48.0,F,Vehicle/Towed Trailer,201906.0
201906,21,0,38973,823215,D,06/21/2019 00:00:00,22.0,M,Boating,201906.0
201906,21,0,38978,832399,D,06/21/2019 00:00:00,31.0,F,Other,201906.0
201906,6,0,38980,832420,D,06/06/2019 00:00:00,29.0,M,Other,201906.0
201906,27,0,38983,832432,D,06/27/2019 00:00:00,64.0,F,In Water,201906.0
201906,21,0,38984,832414,D,06/21/2019 00:00:00,65.0,F,In Water,201906.0
201906,9,0,38992,833717,I,06/09/2019 00:00:00,55.0,F,Boating,201906.0
201906,9,0,38993,833747,D,06/09/2019 00:00:00,29.0,F,Permanent Structure,201906.0
201906,9,0,39001,836001,D,06/09/2019 00:00:00,23.0,F,Boating,201906.0
201906,6,0,39006,836615,D,06/06/2019 00:00:00,31.0,M,Outside/Open Areas,201906.0
201906,6,0,39007,836615,I,06/06/2019 00:00:00,78.0,M,Outside/Open Areas,201906.0
201906,8,0,39008,836615,I,06/08/2019 00:00:00,86.0,M,Permanent Home,201906.0
201906,11,0,39009,836622,I,06/11/2019 00:00:00,49.0,M,Outside/Open Areas,201906.0
201906,12,0,39010,836622,D,06/12/2019 00:00:00,53.0,M,Outside/Open Areas,201906.0
201906,12,0,39011,836622,D,06/12/2019 00:00:00,46.0,M,Outside/Open Areas,201906.0
201906,12,0,39012,836622,D,06/12/2019 00:00:00,43.0,M,Outside/Open Areas,201906.0
201906,13,0,39013,836622,I,06/13/2019 00:00:00,74.0,F,Outside/Open Areas,201906.0
201906,13,0,39014,836622,D,06/13/2019 00:00:00,47.0,M,Outside/Open Areas,201906.0
201906,13,0,39015,836622,D,06/13/2019 00:00:00,53.0,M,Unknown,201906.0
201906,14,0,39016,836622,I,06/14/2019 00:00:00,81.0,M,Unknown,201906.0
201906,14,0,39017,836624,D,06/14/2019 00:00:00,52.0,M,Outside/Open Areas,201906.0
201906,18,0,39018,836625,D,06/18/2019 00:00:00,26.0,M,Permanent Structure,201906.0
201906,20,0,39019,836625,I,06/20/2019 00:00:00,51.0,M,Unknown,201906.0
201906,24,0,39020,836626,D,06/24/2019 00:00:00,72.0,M,Outside/Open Areas,201906.0
201906,30,0,39021,836627,I,06/30/2019 00:00:00,60.0,M,Outside/Open Areas,201906.0
201906,30,0,39022,836627,D,06/30/2019 00:00:00,81.0,F,Unknown,201906.0
201906,23,0,39246,835231,D,06/23/2019 00:00:00,64.0,F,Permanent Home,201906.0
201906,30,0,39250,839173,D,06/30/2019 00:00:00,39.0,M,Under Tree,201906.0
201906,18,0,39251,837662,I,06/18/2019 00:00:00,26.0,M,In Water,201906.0
201906,19,0,39252,837666,I,06/19/2019 00:00:00,16.0,M,In Water,201906.0
201906,23,0,39253,837675,I,06/23/2019 00:00:00,23.0,,In Water,201906.0
201906,30,0,39276,839347,D,06/30/2019 00:00:00,1.0,F,Vehicle/Towed Trailer,201906.0
201906,22,0,39281,841056,D,06/22/2019 00:00:00,4.0,M,Vehicle/Towed Trailer,201906.0
201906,21,0,39283,840706,D,06/21/2019 00:00:00,1.0,F,Vehicle/Towed Trailer,201906.0
201901,1,0,36805,791368,D,01/01/2019 00:00:00,,,Outside/Open Areas,201901.0
201901,1,0,36806,791368,D,01/01/2019 00:00:00,,,Vehicle/Towed Trailer,201901.0
201901,4,0,36858,791649,I,01/04/2019 00:00:00,,,Vehicle/Towed Trailer,201901.0
201901,5,0,37229,792214,D,01/05/2019 00:00:00,40.0,M,Outside/Open Areas,201901.0
201901,10,0,36834,792656,I,01/10/2019 00:00:00,65.0,M,Vehicle/Towed Trailer,201901.0
201901,1,0,36839,792690,I,01/01/2019 00:00:00,50.0,M,Vehicle/Towed Trailer,201901.0
201901,12,0,37408,793101,I,01/12/2019 00:00:00,73.0,M,Vehicle/Towed Trailer,201901.0
201901,21,0,36851,793453,I,01/21/2019 00:00:00,34.0,F,Vehicle/Towed Trailer,201901.0
201901,22,0,36857,793953,I,01/22/2019 00:00:00,52.0,M,Outside/Open Areas,201901.0
201901,17,0,37204,794220,D,01/17/2019 00:00:00,26.0,M,Outside/Open Areas,201901.0
201901,17,0,37205,794220,D,01/17/2019 00:00:00,22.0,M,Outside/Open Areas,201901.0
201901,25,0,37230,794267,D,01/25/2019 00:00:00,39.0,M,Outside/Open Areas,201901.0
201901,21,0,37231,794275,D,01/21/2019 00:00:00,50.0,M,Outside/Open Areas,201901.0
201901,23,0,37222,794653,I,01/23/2019 00:00:00,69.0,M,Outside/Open Areas,201901.0
201902,5,0,37233,795687,I,02/05/2019 00:00:00,64.0,M,Vehicle/Towed Trailer,201902.0
201902,5,0,37238,795729,I,02/05/2019 00:00:00,19.0,F,Vehicle/Towed Trailer,201902.0
201902,5,0,37239,795729,I,02/05/2019 00:00:00,21.0,M,Vehicle/Towed Trailer,201902.0
201902,4,0,37241,795577,I,02/04/2019 00:00:00,7.0,F,Vehicle/Towed Trailer,201902.0
201902,4,0,37242,795576,I,02/04/2019 00:00:00,85.0,F,Vehicle/Towed Trailer,201902.0
201902,10,0,37283,797000,I,02/10/2019 00:00:00,,M,Vehicle/Towed Trailer,201902.0
201901,26,0,37223,794955,I,01/26/2019 00:00:00,28.0,M,Outside/Open Areas,201901.0
201901,28,0,37225,795005,I,01/28/2019 00:00:00,22.0,M,Outside/Open Areas,201901.0
201901,28,0,37226,795005,I,01/28/2019 00:00:00,21.0,F,Outside/Open Areas,201901.0
201901,20,0,37232,795342,D,01/20/2019 00:00:00,,,Under Tree,201901.0
201901,30,0,37246,795779,D,01/30/2019 00:00:00,70.0,M,Outside/Open Areas,201901.0
201901,30,0,37247,795779,D,01/30/2019 00:00:00,75.0,M,Outside/Open Areas,201901.0
201901,12,0,37269,796115,I,01/12/2019 00:00:00,52.0,M,In Water,201901.0
201901,12,0,37270,796116,I,01/12/2019 00:00:00,52.0,M,In Water,201901.0
201901,12,0,37271,796117,I,01/12/2019 00:00:00,52.0,M,In Water,201901.0
201901,12,0,37272,796118,I,01/12/2019 00:00:00,52.0,M,In Water,201901.0
201901,6,0,37274,796277,D,01/06/2019 00:00:00,32.0,M,Vehicle/Towed Trailer,201901.0
201901,7,0,37275,796413,D,01/07/2019 00:00:00,,M,In Water,201901.0
201901,19,0,37404,797311,I,01/19/2019 00:00:00,63.0,M,Outside/Open Areas,201901.0
201901,12,0,37290,797341,D,01/12/2019 00:00:00,18.0,M,In Water,201901.0
201901,16,0,37294,797421,D,01/16/2019 00:00:00,,M,Outside/Open Areas,201901.0
201901,16,0,37295,797452,I,01/16/2019 00:00:00,25.0,M,Vehicle/Towed Trailer,201901.0
201901,16,0,37296,797455,I,01/16/2019 00:00:00,52.0,M,Outside/Open Areas,201901.0
201901,2,0,37311,797560,I,01/02/2019 00:00:00,45.0,F,Vehicle/Towed Trailer,201901.0
201901,22,0,37310,797640,I,01/22/2019 00:00:00,62.0,F,Vehicle/Towed Trailer,201901.0
201901,29,0,37308,797646,D,01/29/2019 00:00:00,82.0,M,Outside/Open Areas,201901.0
201901,21,0,37369,798982,I,01/21/2019 00:00:00,71.0,F,Outside/Open Areas,201901.0
201901,30,0,37418,800125,D,01/30/2019 00:00:00,46.0,F,Outside/Open Areas,201901.0
201901,30,0,37410,800956,D,01/30/2019 00:00:00,22.0,M,Outside/Open Areas,201901.0
201901,21,0,37395,802239,I,01/21/2019 00:00:00,74.0,M,Vehicle/Towed Trailer,201901.0
201901,25,0,37394,802250,D,01/25/2019 00:00:00,35.0,M,Outside/Open Areas,201901.0
201901,27,0,37405,802738,I,01/27/2019 00:00:00,75.0,M,Outside/Open Areas,201901.0
201901,9,0,37407,802751,D,01/09/2019 00:00:00,29.0,M,Outside/Open Areas,201901.0
